id,name,description,price,manufacturer,group_id,original_id
826,Panasonic PT-AX200U White Home Theater Projector - PTAX200,"Panasonic PT-AX200U White Home Theater Projector - PTAX200/ 2,000-Lumen Brightness/ Pure Color Filter/ Dynamic Iris/ Smooth Screen Technology/ Advanced Dynamic Sharpness Control/ 6,000:1 Contrast Ratio/ 1280 x 720 Pixels (1920 x 1080 Pixels With Compression)/ White Finish",,,409,32584
827,Panasonic PT-AX200U Home Theater Projector,1280 x 720 WXGA - 10.8lb,$999.00,Panasonic,409,206179562
828,Logitech diNovo Media Desktop Laser - 967562-0403,Keyboard - Wireless - Mouse - Laser - Type A - USB - Receiver,,Logitech,410,201935116
829,Logitech Cordless Desktop MX 5000 Laser - 967562-0403,Keyboard - Wireless - 104 Keys - Mouse - Laser - Type A - USB - Receiver,,Logitech,410,201935171
830,Logitech diNovo Media Desktop Laser Keyboard And Mouse Combo - 967562,Logitech diNovo Media Desktop Laser Keyboard And Mouse Combo - 967562/ Unique Ultra-Flat Keyboard/ Detached Customizable MediaPad/ Precision Rechargeable Laser Mouse/ Tilt Wheel Plus Zoom/ Customizable Hotkeys/ Dedicated Search Buttons/ Bluetooth Wireless Technology Compatible/ Black And Gray Finish,$199.00,,410,32625
831,Apple 500GB Time Capsule Wireless Hard Drive - MB276LLA,Apple 500GB Time Capsule Wireless Hard Drive - MB276LLA/ 500GB 7200-rpm Serial ATA Server-Grade Hard Disk Drive/ Up To 5x The Performance And 2x The Range With 802.11n/ Wi-Fi Protected Access (WPA/WPA2)/ Wireless Security (WEP) Configurable For 40-Bit And 128-Bit Encryption/ NAT Firewall/ AirPort Utility For Mac And Windows,$299.00,,411,32628
832,Apple 1TB Time Capsule Wireless Hard Drive  - MB277LLA,Apple 1TB Time Capsule Wireless Hard Drive - MB277LLA/ 1TB 7200-rpm Serial ATA Server-Grade Hard Disk Drive/ Up To 5x The Performance And 2x The Range With 802.11n/ Wi-Fi Protected Access (WPA/WPA2)/ Wireless Security (WEP) Configurable For 40-Bit And 128-Bit Encryption/ NAT Firewall/ AirPort Utility For Mac And Windows,$499.00,,411,32630
833,Apple Time Capsule Network Hard Drive - MB277LL/A,1TB - Type A USB,$439.00,Apple,411,207554111
834,Microsoft Office 2008 For Mac Home And Student Edition - GZA00006,"Microsoft Office 2008 For Mac Home And Student Edition - GZA00006/ Open XML File Formats, The Office Art Graphics Engine And Other Features That Result In Compatibility And File Fidelity/ Includes Word, Excel, PowerPoint, Entourage, Messenger, Microsoft Server Exchange Support, Automator Actions For Workflows In Microsoft Office",,,412,32653
835,Microsoft Office:mac 2008 Home and Student Edition - GZA-00006,Office Mac Home & Student 2008,,Microsoft,412,205888207
836,IH9B6R BLACK ALARM CLOCK F/IPODPERPCHARGES DOCKED IPOD REMOTE CONTROL,,,SDI TECHNOLOGIES - IHOME,413,209975310
837,iHome Black Clock Radio Audio System For iPod - IH9BR,"iHome Black Clock Radio Audio System For iPod - IH9BR/ Universal Dock With Inserts To Fit Docking iPod Models/ Dual Alarm With AM/FM Presets/ Bass, Treble, 3D And Balance Controls/ Extra-Large Backlit Custom LCD Display With Dimmer/ Black Finish",,,413,32664
838,Pioneer Single Din CD Receiver - DEHP3000IB,Pioneer Single Din CD Receiver - DEHP3000IB/ 7-Way Rotary Commander/ Built-In AUX Input/ Detachable Face Security/ Sirius Game Alert And Game Zone/ Passenger Control Mode/ Link Search/ Random Key,,,414,32688
839,Pioneer DEH-P3000IB Car Audio Player,"CD-RW - CD-Text, MP3, WMA, WAV, AAC - 4 - 200W - FM, AM",$92.72,Pioneer,414,208033808
840,Sirius SCC1 Universal Vehicle Tuner,,$64.72,Sirius,415,204832843
841,Sirius Satellite Radio Universal Car Tuner - SCC1,"Sirius Satellite Radio Universal Car Tuner - SCC1/ Low-Profile, Roof-Mount Antenna With 21 Cable/ Works With A Separate SIRIUS Connect Adapter/ Channel Scan/Search/ Channel Presets",,,415,32744
842,Garmin 010-10723-00 AC Adapter Cable With International Adapters - 0101072300,Garmin 010-10723-00 AC Adapter Cable With International Adapters - 0101072300/ Includes UK & Euro Adapters/ Black Finish,,,416,32874
843,CHARGE YOUR UNIT WITH THIS AC ADAPTER CABLE. ALSO INCLUDES INTERNATIONAL ADAPTER - 010-10723-00,,,Garmin,416,202870171
844,Garmin 010-10723-02 Carrying Case - 0101072302,Garmin 010-10723-02 Carrying Case - 0101072302/ Compatible With Garmin Nuvi 350/ Black Finish,,,417,32875
845,Garmin Leather GPS Case,Garmin 010-10723-02 - Leather GPS Case,,Garmin,417,202870173
846,Garmin 010-10823-01 Carrying Case - 0101082301,Garmin 010-10823-01 Carrying Case - 0101082301/ Durable Leather Case/ Fits Garmin 4.3 Models/ Black Finish,,,418,32876
847,Garmin Leather Carry Case for Nuvi 660 - 010-10823-01,Top Loading - Leather,$9.28,Garmin,418,204053338
848,Garmin Portable Friction Mount,Garmin 010-10908-00 Portable Friction Mount,,Garmin,419,204297424
849,Garmin Nuvi Portable Friction Mount - 0101090800,Garmin Nuvi Portable Friction Mount - 0101090800/ No Installation Required/ Securely Mounts Your GPS To A Surface In Your Car/ Works With All Garmin Nuvi Portable GPS Units/ Black Finish,$39.00,,419,32877
850,Garmin Vehicle Suction Cup Mount - 0101093600,Garmin Vehicle Suction Cup Mount - 0101093600/ No Installation Required/ Securely Mounts Your GPS To Dash/ Black Finish,$25.00,,420,32878
851,Garmin Suction Cup Mount - 010-10936-00,,$13.02,Garmin,420,204219387
852,Garmin Suction Cup Mount And 12-Volt Adapter Kit - 0101097900,Garmin Suction Cup Mount And 12-Volt Adapter Kit - 0101097900/ Suction Cup Mount And 12-Volt Adapter Included,$30.00,,421,32880
853,Garmin Suction cup mount/12-volt adapter kit - 010-10979-00,Navigator Starter Kit,,Garmin,421,205106048
854,Pioneer CD-R55 Wireless Remote for Avic-D3/4900DVD - CDR55,,$14.05,Pioneer,422,204563949
855,Pioneer Remote Control With DVD/Audio Controls - CDR55,"Pioneer Remote Control With DVD/Audio Controls - CDR55/ Hands-Free Wireless Control/ Quick Access For Functions/ Compatible With AVH-P5000DVD, AVH-P4000DVD, AVIC-N4, AVIC-D3, AVH-P4900DVD And AVH-P5900DVD",$19.00,,422,32882
856,Pioneer Cd-sb10 Sirius Interface Cable - CD-SB10,,,Pioneer,423,208085178
857,Pioneer Sirius Bus Interface - CDSB10,Pioneer Sirius Bus Interface - CDSB10/ Sirius Connect' Compatibility/ Replay Function/ Game Alert/ Game Zone,$68.00,,423,32889
858,Pioneer GEX-P10HD HD Radio Add-on Tuner for Select In-dash Pioneer Receivers,,,Pioneer,424,208085182
859,Pioneer HD Radio Tuner - GEXP10HD,"Pioneer HD Radio Tuner - GEXP10HD/ Compatible With  FH-P800BT, FH-P8000BT, DEH-P700BT, DEH-P7000BT, DEH-P600UB, DEH-P6000UB/ 'External Control' Capable",$100.00,,424,32893
860,Directed Electronics SUPV1 Car Kit,Sirius Satellite Radio Receiver,,Sirius,425,203324965
861,Sirius Dock And Play Universal Vehicle Kit - SUPV1,"Sirius Dock And Play Universal Vehicle Kit - SUPV1/ Stereo Audio Output/ Use With Your Home Audio System Or Powered Speakers/ Compatible With Sportster 5, Sportster 4, Sportster 3, Starmate 4, Starmate 3, Stratus 4, Stratus",$49.00,,425,32906
862,Peerless Flat Panel Display Mount Black Finish - SGLB01,Peerless Flat Panel Display Mount Black Finish - SGLB01/ Can Hold Between 32' To 50' Screens/Vertical Screen Adjustment Feature For Optimal Viewing Height/  Internal Cable Management/ Adjustable Glass Shelving/ Black Finish,,,426,32984
863,Peerless SGLB01 Flat Panel TV Stand,Glass - Black,,Peerless,426,203934122
864,Panasonic KX-TGA820B Black DECT 6.0 Cordless Handset - KXTGA820B,Panasonic KX-TGA820B Black DECT 6.0 Cordless Handset - KXTGA820B/ Compatible With DECT KX-TG8231/8232 Series Phone Systems/ DECT 6.0 Technology/ Answering System With Compatible Base Unit/ Call Waiting Caller ID/ Join In/Privacy/ Full Color Backlit LCD Display/ Black Finish,,,427,32986
865,Panasonic KX-TGA820B Cordless Handset,Black,$39.76,Panasonic,427,206179521
866,Toshiba SD-4100 DVD Player,"DVD+RW, DVD-RW, DVD-R, CD-RW - DVD Video, Video CD, SVCD, MP3, JPEG Playback - Progressive Scan",$39.36,Toshiba,428,206812505
867,Toshiba Black Progressive Scan DVD Player - SD4100,Toshiba Black Progressive Scan DVD Player - SD4100/ Multiformat Playback/ ColorStream Pro Progressive Scan Component Video Outputs/ JPEG Photo Viewer/ Slim Chassis/ Black Finish,,,428,32990
868,"Harmony EL6985A Vacuum (Canister, HEPA)",,,Eureka,429,203154818
869,Electrolux Harmony Series Canister Vacuum - EL6985B,Electrolux Harmony Series Canister Vacuum - EL6985B/ Foot-Operated Switch On The Floor Nozel/ Ergonomic Handle Design/ Electronic Dust Bag Indicator/ HEPA H12 Filter/ Telescoping Wand,$299.99,,429,33021
870,Sennheiser Nickel metal hydride Battery for Headsets - BA-151,Nickel-Metal Hydride (NiMH) - 2.4V DC - Headset Battery,$14.34,Sennheiser,430,90049752
871,Sennheiser Rechargeable Nickel-Metal Hydride Battery - BA151,Sennheiser Rechargeable Nickel-Metal Hydride Battery - BA151/ Rechargeable Battery For Wireless Sennheiser Headphones,$20.00,,430,33024
872,Sanus 15' - 37' VisionMount Full-Motion Flat Panel TV Black Wall Mount - MF215B1,Sanus 15' - 37' VisionMount Full-Motion Flat Panel TV Black Wall Mount - MF215B1/ Easily Conceal Hardware/ Easy To Install/ Includes Two VESA-Compatible TV Brackets/ Virtual Axis 3D/ Black Finish,,,431,33026
873,Sanus MF215-B1 Extending Full Motion Mount,60 lb,,Sanus,431,204230770
874,Canon Green Photo Ink Cartridge - CLI8G,Canon Green Photo Ink Cartridge - CLI8G/ FINE Technology For Exceptional Sharpness & Detail/ Compatible With Canon Pixma Pro9000,$16.00,,432,33044
875,Canon CLI-8 Green Ink Tank For PIXMA Pro 9000 Printer - 0627B002,Green,$12.85,Canon,432,203514305
876,Canon Red Photo Ink Cartridge - CLI8R,Canon Red Photo Ink Cartridge - CLI8R/ FINE Technology For Exceptional Sharpness & Detail/ Compatible With Canon Pixma Pro9000,$16.00,,433,33045
877,Canon CLI-8 Red Ink Tank For PIXMA Pro9000 Printer - 0626B002,Red,$15.75,Canon,433,203514304
878,"Canon Ink Cartridge For PIXMA iP4200, iP5200, iP5200R and iP6600D Printers - 0620B002",Black,$13.99,Canon,434,201692665
879,Canon Black Photo Ink Cartridge - CLI8B,Canon Black Photo Ink Cartridge - CLI8B/ FINE Technology For Exceptional Sharpness & Detail/ Compatible With Canon Pixma Printers,$16.00,,434,33047
880,Netgear ProSafe 5 Port 10/100 Desktop Switch - FS105,Netgear ProSafe 5 Port 10/100 Desktop Switch - FS105/ 5 Auto Speed-Sensing 10/100 UTP Ports/ Embedded Memory,$40.00,,435,33053
881,Netgear ProSafe FS105 Ethernet Switch - FS105NA,NETGEAR FS105 Prosafe 5 Port 10/100 Desktop Switch,,Netgear,435,10221960
882,Pioneer DEHP400UB Car Audio Player,"CD-RW - CD-Text, MP3, WMA, WAV, AAC - 4 - 200W - FM, AM",$134.32,Pioneer,436,208033806
883,Pioneer Black Premier Single CD Receiver - DEHP700BT,Pioneer Black Premier Single CD Receiver - DEHP700BT/ Built-In Bluetooth Solution/ USB Direct Control For iPod/ Advanced Sound Retriever/ 3 RCA Hi-Volt Preouts/ Two-Way Crossover/ Built-In MOSFET 50 W x 4 Amplifier/ Supertuner IIID/ Amplifier Off Mode/ Display Off Mode,$308.00,,436,34815
884,Pioneer Premier In-Dash CD/WMA/MP3/AAC Receiver - DEHP400UB,Pioneer Premier In-Dash CD/WMA/MP3/AAC Receiver - DEHP400UB/ 50W x 4 Built-In Speaker Power/ 3 RCA Hi-Volt Preouts/ Two-Way Crossover/ Supertuner IIID/ AUX-In Connection/ Rotary Commander Volume Control,$183.00,,436,33057
885,Pioneer DEH-2000MP CD/MP3/WMA In-Dash Receiver - DEH2000MP,Pioneer DEH-2000MP CD/MP3/WMA In-Dash Receiver - DEH2000MP/ 50W x 4 Built-In Speaker Power/ LED Display/ Built-In Front Auxiliary Input/  Detachable Face Security/ Remote Control/ Rotary Volume Control,$98.00,,437,33081
886,Pioneer DEH-2000MP Car Audio Player,"CD-RW - CD-Text, MP3, WMA, WAV - LCD - 4 - 200W - FM, AM",$84.00,Pioneer,437,208085180
887,Pioneer DEHP500UB Car Audio Player,"CD-RW - CD-Text, MP3, WMA, WAV, AAC - 4 - 200W - FM, AM",$153.64,Pioneer,438,208105630
888,Pioneer Premier In-Dash CD/WMA/MP3/AAC Receiver - DEHP500UB,Pioneer Premier In-Dash CD/WMA/MP3/AAC Receiver - DEHP500UB/ 50W x 4 Built-In Speaker Power/ 3 RCA Hi-Volt Preouts/ Two-Way Crossover/ Supertuner IIID/ AUX-In Connection/ Rotary Commander Volume Control,$208.00,,438,33150
889,Sony Handycam HDR-SR10 High Definition Digital Camcorder - HDRSR10,16:9 - 2.7' Hybrid LCD,$549.00,Sony,439,207390654
890,Sony 40GB High Definition Hard Disk Drive Handycam Camcorder - HDRSR10,Sony 40GB High Definition Hard Disk Drive Handycam Camcorder - HDRSR10/ 1920 x 1080 Recording/ Face Detection/ 2.3 Megapixel ClearVid CMOS Sensor/ Bionz Image Processor/ Exmor Imaging Sensor/ 15X Optical/180X Digital Zoom/ 2.7' Wide (16:9) Hybrid Touch Panel Clear Photo LCD Plus Display/ Dolby Digital 5.1ch Recording/ Dynamic Range Optimizer/ Super NightShot Infrared System/ x.v. Color Technology,,,439,33157
891,Sony 60GB High Definition Hard Disk Drive Handycam Camcorder - HDRSR11,Sony 60GB High Definition Hard Disk Drive Handycam Camcorder - HDRSR11/ 1920X1080 Recording/ Face Detection/ 5 Megapixel ClearVid CMOS Sensor/ Bionz Image Processor/ Exmor Imaging Sensor/ 12X Optical/150X Digital Zoom/ 3.2' Wide (16:9) Hybrid Touch Panel Clear Photo LCD Plus Display/ Dolby Digital 5.1ch Recording/ Dynamic Range Optimizer/ Super NightShot Infrared System/ x.v. Color Technology,,,440,33158
892,Sony Handycam HDR-SR11 High Definition Digital Camcorder - HDRSR11,16:9 - 3.2' Color LCD,$666.41,Sony,440,207338961
893,Cuisinart Stainless Steel 4-Quart Programmable Slow Cooker - PSC400,Cuisinart Stainless Steel 4-Quart Programmable Slow Cooker - PSC400/ 24-Hour Programmable Cook Time/ Digital Countdown Timer/ Three Cooking Modes/ Touchpad Control Panel With LCD Timed Display/ Dishwasher-Safe Removable Ceramic Cooking Pot/ Nonslip Rubber Feet/ Stainless Steel Finish,,,441,33159
894,Cuisinart PSC-400 Cuisinart Programmable Slow Cooker - PSC400,,$79.95,Cuisinart,441,206725196
895,Sony 120GB High Definition Hard Disk Drive Handycam Camcorder - HDRSR12,Sony 120GB High Definition Hard Disk Drive Handycam Camcorder - HDRSR12/ 1920X1080 Recording/ Face Detection/ 5 Megapixel ClearVid CMOS Sensor/ Bionz Image Processor/ Exmor Imaging Sensor/ 12X Optical/150X Digital Zoom/ 3.2' Wide (16:9) Hybrid Touch Panel Clear Photo LCD Plus Display/ Dolby Digital 5.1ch Recording/ Dynamic Range Optimizer/ Super NightShot Infrared System/ x.v. Color Technology,,,442,33160
896,Sony Handycam HDR-SR12 High Definition Digital Camcorder - HDRSR12,16:9 - 3.2' Color LCD,$869.00,Sony,442,207390655
897,Sony Handycam HDR-HC9 High Definition Digital Camcorder - HDRHC9,16:9 - 2.7' Color LCD,$824.95,Sony,443,207390656
898,Sony High Definition HDV Handycam Camcorder - HDRHC9,Sony High Definition HDV Handycam Camcorder - HDRHC9/ 10X Optical/20X Digital Zoom/ 2.7' Wide (16:9) Touch Panel Clear Photo LCD Plus Display/ Switchable HDV/DV Format Recording/ Active Interface Shoe/ Built-In Intelligent Flash/ Progressive Shutter System/ Super NightShot Infrared System/ x.v. Color Technology,,,443,33161
899,Sony Silver Cyber-Shot 7.2 Megapixel Digital Camera - DSCW120,Sony Silver Cyber-Shot 7.2 Megapixel Digital Camera - DSCW120/ 7.2 Megapixel/ 4X Optical Zoom/ 2.5' TFT LCD/ 15 MB Internal Memory/ Face Detection/ Super SteadyShot Image Stabilization/ Smile Shutter Mode/ Smart Zoom/ Silver Finish,,,444,33175
900,Sony Cyber-shot DSC-W120 Digital Camera - Silver - DSCW120,16:9 - 2x Digital Zoom - 2.5' Active Matrix TFT Color LCD,$106.42,Sony,444,207542598
901,Sony Pink Cyber-Shot 7.2 Megapixel Digital Camera - DSCW120P,Sony Pink Cyber-Shot 7.2 Megapixel Digital Camera - DSCW120P/ 7.2 Megapixel/ 4X Optical Zoom/ 2.5' TFT LCD/ 15 MB Internal Memory/ Face Detection/ Super SteadyShot Image Stabilization/ Smile Shutter Mode/ Smart Zoom/ Pink Finish,,,445,33177
902,Sony Cyber-shot DSC-W120 Digital Camera - Pink - DSCW120/P,16:9 - 2x Digital Zoom - 2.5' Active Matrix TFT Color LCD,$109.99,Sony,445,207390617
903,Sony 7' Digital Photo Frame In Black - DPFD70,Sony 7' Digital Photo Frame - DPFD70/ 7' LCD With 800 x 480 Resolution/ 15:9 Aspect Ratio/ 256MB Internal Memory/ Supports Most Memory Cards/ Variety Of Display Modes/ Auto Image Rotation Feature/ View Mode Button/ Fast Digital Picture Decoding/ Handles Large Data Files/ USB B-Type Connection/ Remote Control/ Black Finish,$139.00,,446,33209
904,Sony DPFD70 Digital Photo Frame,Photo Viewer - 7' LCD,$107.58,Sony,446,208653765
905,Peerless SmartMount 700 Series Articulating Wall Arm,Peerless SA750PU - Articulating Wall Arm for 32' to 50' LCD and Plasma Screens - Piano Black,,Peerless,447,205562000
906,Peerless 32' - 50' Articulating Flat Panel TV Black Wall Arm - SA750PU,Peerless 32' - 50' Articulating Flat Panel TV Black Wall Arm - SA750PU/ One-Touch Tilt/ Three Pivot Points/ Up To 10.75' Total Horizontal Adjustment/ Black Finish,,,447,33219
907,Sony DPFV900 Digital Photo Frame - DPF-V900,Photo Viewer - 9' LCD,$199.95,Sony,448,208653767
908,Sony 9' Digital Photo Frame In Black - DPFV900,"Sony 9' Digital Photo Frame - DPFV900/ 9' LCD With 800 x 480 Resolution/ 15:9 Aspect Ratio/ 512MB Internal Memory/ Supports Most Memory Cards/ Variety Of Display Modes/ Auto Rotation And Auto Touch Up Feature/ HDMI Output And Bluetooth­ Ready/ Brilliant Color Photo Display/ Store Up To 1,000 Photos/ Auto Correction Function/ Remote Control/ Black Finish",,,448,33220
909,Alpine V-Power Series 4/3/2 Channel Power Amplifier - MRPF300,"Alpine V-Power Series 4/3/2 Channel Power Amplifier - MRPF300/ 50W x 4 RMS Power Output/ Continuously Adjustable Gain Control/ Dual Sided Glass Epoxy PC Board/ Non-Fading Pre-Amp Output/ Gold Plated Input, Output, Power And Speaker Terminals/ Adjustable Low-Pass/High-Pass Crossover/ MOSFET Power/ Thermal Management Control",,,449,33263
910,ALPINE MRP-F300 Car Amplifier,4 Channel(s) - Class AB - 100dB SNR,,Alpine,449,208105573
911,Canon VIXIA HF100 High Definition Digital Camcorder - 2708B001,Canon VIXIA HF100 High Definition Camcorder,$529.00,Canon Camcorders,450,206808431
912,Canon Vixia High Definition Camcorder - HF100,Canon Vixia High Definition Camcorder - HF100/ 2.7' Color Widescreen LCD/ 12x HD Video Zoom Lens/ 3.3 Megapixel/ DIGIC DV II Image Processor/ 200x Digital Zoom/ RGB Primary Color Filter/ Built-In Electronic Lens Cover,,,450,33271
913,Canon DC310 Digital Camcorder - 2694B001,"Canon DC310 DVD Camcorder w/ 41x Advanced Zoom, Built-in Lens Cover, Image Stabilization, & Canon Exclusive- DIGIC DV II",$289.95,Canon,451,209273200
914,Canon DVD Camcorder - DC310,Canon 2694B001 DVD Camcorder - DC310/ Image Stabilization/ Widescreen HR Recording/ 2.7' LCD Screen/ Smooth Zoom Control/ Built-In Lens Cover/ 9 Digital Effects/9 Fades/ 21 Selectable Display Languages/ 37x Optical/2000x Digital Zoom/ Silver Finish,,,451,33272
915,Canon DC320 Digital Camcorder - 2691B001,Canon DC320 DVD Digital Camcorder,$299.99,Canon,452,206808432
916,Canon DVD Camcorder - DC320,Canon DVD Camcorder - DC320/ Image Stabilization/ Widescreen HR Recording/ 2.7' LCD Screen/ Smooth Zoom Control/ Built-In Lens Cover/ 9 Digital Effects/9 Fades/ 21 Selectable Display Languages/ 37x Optical/2000x Digital Zoom/ Silver Finish,,,452,33273
917,Canon Vixia High Definition Camcorder - HV30,Canon Vixia High Definition Camcorder - HV30/  2.7' Color Widescreen LCD/ 10x HD Video Zoom Lens/ 2.96 Megapixel/ DIGIC DV II Image Processor/ 200x Digital Zoom/ Built-In Ultra Video Light/ MiniSD Card Slot/ Built-In Electronic Lens Cover,,,453,33275
