id,title,authors,venue,year,group_id,original_id
647,Xmas: an extensible main-memory storage system for high-performance applications,"Jang Ho Park, Yong Sik Kwon, Ki Hong Kim, Sang Ho Lee, Byoung Dae Park, Sang Kyun Cha",International Conference on Management of Data,1998,324.0,276387
648,Xmas: An Extensible Main-Memory Storage System for High-Performance Applications,"Ki Hong Kim, Yong Sik Kwon, Sang Kyun Cha, Jang Ho Park, Byoung Dae Park, Sangho Lee",SIGMOD Conference,1998,324.0,conf/sigmod/ParkKKLPC98
649,MultiMediaMiner: a system prototype for multimedia data mining,"Osmar R. Za&#239;ane, Jiawei Han, Ze-Nian Li, Sonny H. Chee, Jenny Y. Chiang",International Conference on Management of Data,1998,325.0,276388
650,MultiMediaMiner: A System Prototype for Multimedia Data Mining,"Jenny Chiang, Ze-Nian Li, Osmar R. Zaïane, Sonny H. Chee, Jiawei Han",SIGMOD Conference,1998,325.0,conf/sigmod/ZaianeHLCC98
651,SuperSQL: an extended SQL for database publishing and presentation,Motomichi Toyama,International Conference on Management of Data,1998,326.0,276389
652,SuperSQL: An Extended SQL for Database Publishing and Presentation,Motomichi Toyama,SIGMOD Conference,1998,326.0,conf/sigmod/Toyama98
653,The IDEA Web Lab,"Piero Fraternali, Stefano Paraboschi, Stefano Ceri",SIGMOD Conference,1998,327.0,conf/sigmod/CeriFP98
654,The IDEA Web lab,"Stefano Ceri, Piero Fraternali, Stefano Paraboschi",International Conference on Management of Data,1998,327.0,276390
655,Fast Parallel Similarity Search in Multimedia Databases,"Christian Böhm, Bernhard Braunmüller, Hans-Peter Kriegel, Daniel A. Keim, Stefan Berchtold",SIGMOD Conference,1997,328.0,conf/sigmod/BerchtoldBBKK97
656,Fast parallel similarity search in multimedia databases,"Stefan Berchtold, Christian B&#246;hm, Bernhard Braunm&#252;ller, Daniel A. Keim, Hans-Peter Kriegel",International Conference on Management of Data,1997,328.0,253263
657,Concurrency and recovery in generalized search trees,"Marcel Kornacker, C. Mohan, Joseph M. Hellerstein",International Conference on Management of Data,1997,329.0,253272
658,Concurrency and Recovery in Generalized Search Trees,"C. Mohan, Joseph M. Hellerstein, Marcel Kornacker",SIGMOD Conference,1997,329.0,conf/sigmod/KornackerMH97
659,Cubetree: organization of and bulk incremental updates on the data cube,"Nick Roussopoulos, Yannis Kotidis, Mema Roussopoulos",International Conference on Management of Data,1997,330.0,253276
660,Cubetree: Organization of and Bulk Updates on the Data Cube,"Nick Roussopoulos, Mema Roussopoulos, Yannis Kotidis",SIGMOD Conference,1997,330.0,conf/sigmod/RoussopoulosKR97
661,An Array-Based Algorithm for Simultaneous Multidimensional Aggregates,"Jeffrey F. Naughton, Yihong Zhao, Prasad Deshpande",SIGMOD Conference,1997,331.0,conf/sigmod/ZhaoDN97
662,An array-based algorithm for simultaneous multidimensional aggregates,"Yihong Zhao, Prasad M. Deshpande, Jeffrey F. Naughton",International Conference on Management of Data,1997,331.0,253288
663,Balancing push and pull for data broadcast,"Swarup Acharya, Michael Franklin, Stanley Zdonik",International Conference on Management of Data,1997,332.0,253293
664,Balancing Push and Pull for Data Broadcast,"Swarup Acharya, Stanley B. Zdonik, Michael J. Franklin",SIGMOD Conference,1997,332.0,conf/sigmod/AcharyaFZ97
665,A Framework for Implementing Hypothetical Queries,"Timothy Griffin, Richard Hull",SIGMOD Conference,1997,333.0,conf/sigmod/GriffinH97
666,A framework for implementing hypothetical queries,"Timothy Griffin, Richard Hull",International Conference on Management of Data,1997,333.0,253304
667,Dynamic itemset counting and implication rules for market basket data,"Sergey Brin, Rajeev Motwani, Jeffrey D. Ullman, Shalom Tsur",International Conference on Management of Data,1997,334.0,253325
668,Dynamic Itemset Counting and Implication Rules for Market Basket Data,"Shalom Tsur, Rajeev Motwani, Sergey Brin, Jeffrey D. Ullman",SIGMOD Conference,1997,334.0,conf/sigmod/BrinMUT97
669,Beyond Market Baskets: Generalizing Association Rules to Correlations,"Rajeev Motwani, Sergey Brin, Craig Silverstein",SIGMOD Conference,1997,335.0,conf/sigmod/BrinMS97
670,Beyond market baskets: generalizing association rules to correlations,"Sergey Brin, Rajeev Motwani, Craig Silverstein",International Conference on Management of Data,1997,335.0,253327
671,Efficiently Supporting Ad Hoc Queries in Large Datasets of Time Sequences,"H. V. Jagadish, Christos Faloutsos, Flip Korn",SIGMOD Conference,1997,336.0,conf/sigmod/KornJF97
672,Efficiently supporting ad hoc queries in large datasets of time sequences,"Flip Korn, H. V. Jagadish, Christos Faloutsos",International Conference on Management of Data,1997,336.0,253332
673,DEVise: Integrated Querying and Visualization of Large Datasets,"Miron Livny, Raghu Ramakrishnan, Donko Donjerkovic, Shilpa Lawande, Jussi Myllymaki, Guangshun Chen, R. Kent Wenger, Kevin S. Beyer",SIGMOD Conference,1997,337.0,conf/sigmod/LivnyRBCDLMW97
674,DEVise: integrated querying and visual exploration of large datasets,"M. Livny, R. Ramakrishnan, K. Beyer, G. Chen, D. Donjerkovic, S. Lawande, J. Myllymaki, K. Wenger",International Conference on Management of Data,1997,337.0,253335
675,"Building a scaleable geo-spatial DBMS: technology, implementation, and evaluation","Jignesh Patel, JieBing Yu, Navin Kabra, Kristin Tufte, Biswadeep Nag, Josef Burger, Nancy Hall, Karthikeyan Ramasamy, Roger Lueder, Curt Ellmann, Jim Kupsch, Shelly Guo, Johan Larson, David De Witt, Jeffrey Naughton",International Conference on Management of Data,1997,338.0,253342
676,"Building a Scaleable Geo-Spatial DBMS: Technology, Implementation, and Evaluation","Curt Ellmann, Roger Lueder, Jignesh M. Patel, Jie-Bing Yu, Nancy E. Hall, Josef Burger, David J. DeWitt, Navin Kabra, Karthikeyan Ramasamy, Shelly Guo, Jeffrey F. Naughton, Biswadeep Nag, Jim Kupsch, Kristin Tufte",SIGMOD Conference,1997,338.0,conf/sigmod/PatelYKTNBHRLEKGDN97
677,A toolkit for negotiation support interfaces to multi-dimensional data,"Michael Gebhardt, Matthias Jarke, Stephan Jacobs",International Conference on Management of Data,1997,339.0,253344
678,A Toolkit for Negotiation Support Interfaces to Multi-Dimensional Data,"Matthias Jarke, Stephan Jacobs, Michael Gebhardt",SIGMOD Conference,1997,339.0,conf/sigmod/GebhardtJJ97
679,Distance-based indexing for high-dimensional metric spaces,"Tolga Bozkaya, Meral Ozsoyoglu",International Conference on Management of Data,1997,340.0,253345
680,Distance-Based Indexing for High-Dimensional Metric Spaces,"Z. Meral Özsoyoglu, Tolga Bozkaya",SIGMOD Conference,1997,340.0,conf/sigmod/BozkayaO97
681,Efficient view maintenance at data warehouses,"D. Agrawal, A. El Abbadi, A. Singh, T. Yurek",International Conference on Management of Data,1997,341.0,253355
682,Efficient View Maintenance at Data Warehouses,"Tolga Yurek, Divyakant Agrawal, Amr El Abbadi, Ambuj K. Singh",SIGMOD Conference,1997,341.0,conf/sigmod/AgrawalASY97
683,Eliminating Costly Redundant Computations from SQL Trigger Executions,"François Llirbat, Françoise Fabret, Eric Simon",SIGMOD Conference,1997,342.0,conf/sigmod/LlirbatFS97
684,Eliminating costly redundant computations from SQL trigger executions,"Fran&#231;ois Llirbat, Fran&#231;oise Fabret, Eric Simon",International Conference on Management of Data,1997,342.0,253357
685,Association rules over interval data,"R. J. Miller, Y. Yang",International Conference on Management of Data,1997,343.0,253361
686,Association Rules over Interval Data,"Renée J. Miller, Yuping Yang",SIGMOD Conference,1997,343.0,conf/sigmod/YangM97
687,A Unified Framework for Enforcing Multiple Access Control Policies,"V. S. Subrahmanian, Elisa Bertino, Pierangela Samarati, Sushil Jajodia",SIGMOD Conference,1997,344.0,conf/sigmod/JajodiaSSB97
688,A unified framework for enforcing multiple access control policies,"Sushil Jajodia, Pierangela Samarati, V. S. Subrahmanian, Eliza Bertino",International Conference on Management of Data,1997,344.0,253364
689,Databases on the Web: technologies for federation architectures and case studies,Ralf Kramer,International Conference on Management of Data,1997,345.0,253372
690,Databases on the Web: Technologies for Federation Architectures and Case Studies (Tutorial),Ralf Kramer,SIGMOD Conference,1997,345.0,conf/sigmod/Kramer97
691,Delaunay: A Database Visualization System,"Kirby Zhang, Isabel F. Cruz, Michael Averbuch, Wendy T. Lucas, Melissa Radzyminski",SIGMOD Conference,1997,346.0,conf/sigmod/CruzALRZ97
692,Delaunay: a database visualization system,"Isabel F. Cruz, M. Averbuch, Wendy T. Lucas, Melissa Radzyminski, Kirby Zhang",International Conference on Management of Data,1997,346.0,253376
693,DEVise: Integrated Querying and Visual Exploration of Large Datasets (Demo Abstract),"Jussi Myllymaki, Shilpa Lawande, Donko Donjerkovic, Raghu Ramakrishnan, Guangshun Chen, Kevin S. Beyer, Miron Livny, R. Kent Wenger",SIGMOD Conference,1997,347.0,conf/sigmod/LivnyRBCDLMW97a
694,DEVise (demo abstract): integrated querying and visual exploration of large datasets,"M. Livny, R. Ramakrishnan, K. Beyer, G. Chen, D. Donjerkovic, S. Lawande, J. Myllymaki, K. Wenger",International Conference on Management of Data,1997,347.0,253379
695,GeoMiner: A System Prototype for Spatial Data Mining,"Jiawei Han, Nebojsa Stefanovic, Krzysztof Koperski",SIGMOD Conference,1997,348.0,conf/sigmod/HanKS97
696,GeoMiner: a system prototype for spatial data mining,"Jaiwei Han, Krzysztof Koperski, Nebojsa Stefanovic",International Conference on Management of Data,1997,348.0,253404
697,Similarity-Based Queries for Time Series Data,"Alberto O. Mendelzon, Davood Rafiei",SIGMOD Conference,1997,349.0,conf/sigmod/RafieiM97
698,Similarity-based queries for time series data,"Davood Rafiei, Alberto Mendelzon",International Conference on Management of Data,1997,349.0,253264
699,Meaningful Change Detection in Structured Data,"Hector Garcia-Molina, Sudarshan S. Chawathe",SIGMOD Conference,1997,350.0,conf/sigmod/ChawatheG97
700,Meaningful change detection in structured data,"Sudarshan S. Chawathe, Hector Garcia-Molina",International Conference on Management of Data,1997,350.0,253266
701,Improved Query Performance with Variant Indexes,"Patrick E. O'Neil, Dallan Quass",SIGMOD Conference,1997,351.0,conf/sigmod/ONeilQ97
702,Improved query performance with variant indexes,"Patrick O'Neil, Dallan Quass",International Conference on Management of Data,1997,351.0,253268
703,Highly Concurrent Cache Consistency for Indices in Client-Server Database Systems,"Michael J. Carey, Markos Zaharioudakis",SIGMOD Conference,1997,352.0,conf/sigmod/ZaharioudakisC97
704,Highly concurrent cache consistency for indices in client-server database systems,"Markos Zaharioudakis, Michael J. Carey",International Conference on Management of Data,1997,352.0,253269
705,Range queries in OLAP data cubes,"Ching-Tien Ho, Rakesh Agrawal, Nimrod Megiddo, Ramakrishnan Srikant",International Conference on Management of Data,1997,353.0,253274
706,Range Queries in OLAP Data Cubes,"Ching-Tien Ho, Rakesh Agrawal, Nimrod Megiddo, Ramakrishnan Srikant",SIGMOD Conference,1997,353.0,conf/sigmod/HoAMS97
707,Maintenance of data cubes and summary tables in a warehouse,"Inderpal Singh Mumick, Dallan Quass, Barinderpal Singh Mumick",International Conference on Management of Data,1997,354.0,253277
708,Maintenance of Data Cubes and Summary Tables in a Warehouse,"Inderpal Singh Mumick, Dallan Quass, Barinderpal Singh Mumick",SIGMOD Conference,1997,354.0,conf/sigmod/MumickQM97
709,Database Buffer Size Investigation for OLTP Workloads (Experience Paper),"Thin-Fong Tsuei, Allan Packer, Keng-Tai Ko",SIGMOD Conference,1997,355.0,conf/sigmod/TsueiPK97
710,Database buffer size investigation for OLTP workloads,"Thin-Fong Tsuei, Allan N. Packer, Keng-Tai Ko",International Conference on Management of Data,1997,355.0,253279
711,Database Performance in the Real World - TPC-D and SAP R/3 (Experience Paper),"Jochen Doppelhammer, Donald Kossmann, Thomas Höppler, Alfons Kemper",SIGMOD Conference,1997,356.0,conf/sigmod/DoppelhammerHKK97
712,Database performance in the real world: TPC-D and SAP R/3,"Joachen Doppelhammer, Thomas H&#246;ppler, Alfons Kemper, Donald Kossmann",International Conference on Management of Data,1997,356.0,253280
713,The STRIP rule system for efficiently maintaining derived data,"Brad Adelberg, Hector Garcia-Molina, Jennifer Widom",International Conference on Management of Data,1997,357.0,253287
714,The STRIP Rule System For Efficiently Maintaining Derived Data,"Hector Garcia-Molina, Jennifer Widom, Brad Adelberg",SIGMOD Conference,1997,357.0,conf/sigmod/AdelbergGW97
715,Online Aggregation,"Helen J. Wang, Peter J. Haas, Joseph M. Hellerstein",SIGMOD Conference,1997,358.0,conf/sigmod/HellersteinHW97
716,Online aggregation,"Joseph M. Hellerstein, Peter J. Haas, Helen J. Wang",International Conference on Management of Data,1997,358.0,253291
717,STARTS: Stanford Proposal for Internet Meta-Searching (Experience Paper),"Hector Garcia-Molina, Luis Gravano, Kevin Chen-Chuan Chang, Andreas Paepcke",SIGMOD Conference,1997,359.0,conf/sigmod/GravanoCGP97
718,STARTS: Stanford proposal for Internet meta-searching,"Luis Gravano, Chen-Chuan K. Chang, H&#233;ctor Garc&#237;a-Molina, Andreas Paepcke",International Conference on Management of Data,1997,359.0,253299
719,On saying Enough already! in SQL,"Michael J. Carey, Donald Kossmann",International Conference on Management of Data,1997,360.0,253302
720,On Saying Enough Already! in SQL,"Donald Kossmann, Michael J. Carey",SIGMOD Conference,1997,360.0,conf/sigmod/CareyK97
721,High-performance sorting on networks of workstations,"Andrea C. Arpaci-Dusseau, Remzi H. Arpaci-Dusseau, David E. Culler, Joseph M. Hellerstein, David A. Patterson",International Conference on Management of Data,1997,361.0,253322
722,High-Performance Sorting on Networks of Workstations,"David E. Culler, Joseph M. Hellerstein, David A. Patterson, Andrea C. Arpaci-Dusseau, Remzi H. Arpaci-Dusseau",SIGMOD Conference,1997,361.0,conf/sigmod/Arpaci-DusseauACHP97
723,Scalable parallel data mining for association rules,"Eui-Hong Han, George Karypis, Vipin Kumar",International Conference on Management of Data,1997,362.0,253330
724,Scalable Parallel Data Mining for Association Rules,"Eui-Hong Han, Vipin Kumar, George Karypis",SIGMOD Conference,1997,362.0,conf/sigmod/HanKK97
725,Partitioned Garbage Collection of Large Object Store,"Barbara Liskov, Umesh Maheshwari",SIGMOD Conference,1997,363.0,conf/sigmod/MaheshwariL97
726,Partitioned garbage collection of a large object store,"Umesh Maheshwari, Barbara Liskov",International Conference on Management of Data,1997,363.0,253338
727,Size Separation Spatial Join,"Kenneth C. Sevcik, Nick Koudas",SIGMOD Conference,1997,364.0,conf/sigmod/KoudasS97
728,Size separation spatial join,"Nick Koudas, Kenneth C. Sevcik",International Conference on Management of Data,1997,364.0,253340
729,The SR-tree: An Index Structure for High-Dimensional Nearest Neighbor Queries,"Norio Katayama, Shin'ichi Satoh",SIGMOD Conference,1997,365.0,conf/sigmod/KatayamaS97
730,The SR-tree: an index structure for high-dimensional nearest neighbor queries,"Norio Katayama, Shin'ichi Satoh",International Conference on Management of Data,1997,365.0,253347
731,Wave-Indices: Indexing Evolving Databases,"Hector Garcia-Molina, Narayanan Shivakumar",SIGMOD Conference,1997,366.0,conf/sigmod/ShivakumarG97
732,Wave-indices: indexing evolving databases,"Narayanan Shivakumar, H&#233;ctor Garc&#237;a-Molina",International Conference on Management of Data,1997,366.0,253349
733,On-Line Warehouse View Maintenance,"Jennifer Widom, Dallan Quass",SIGMOD Conference,1997,367.0,conf/sigmod/QuassW97
